PERIODO_OFICIALIZACION,SUBREGIMEN,PAIS_ORIGEN_DESC,PAIS_PROCEDENCIA_DESC,MEDIO_TRANSPORTE_DESC,ADUANA_DESC,REGION_DESC,UNIDAD_DESC,CAPITULO,CAPITULO_DESC,PARTIDA,PARTIDA_DESC,CANTIDAD_UNIDAD,KILOS_NETOS,MONTO_FOB_DOLAR,CANAL
201704,IC04,BRASIL,BRASIL,ACUATICO,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8544,HILOS__CABLES__INCLUIDOS_LOS_COAXIALES__,38333,38333,337769,N
201703,IC05,BRASIL,BRASIL,CAMION,SANTA_FE,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,9780,9780,132816,V
201701,IC05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,32,2118,67537,R
201701,IC04,CHINA,CHINA,ACUATICO,ROSARIO,DIR__REG__AD__HIDROVIA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8501,MOTORES_Y_GENERADORES__ELECTRICOS__EXCEP,125340,63561,378937,V
201702,IC05,BRASIL,BRASIL,CAMION,SANTO_TOME,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,85739,85739,739000,V
201702,IC04,REP__FED_DE_ALEMANIA,REP__FED_DE_ALEMANIA,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8409,PARTES_IDENTIFICABLES_COMO_DESTINADAS__E,273,273,64594,V
201702,IG05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,12827,12827,224670,V
201701,IC04,CHINA,CHINA,ACUATICO,ROSARIO,DIR__REG__AD__HIDROVIA,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,8984,96061,281889,V
201705,IC03,CHINA,CHINA,CAMION,SANTA_FE,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8714,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_DE_LA,16117,16117,82719,R
201702,IC04,JAPON,ESTADOS_UNIDOS,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8409,PARTES_IDENTIFICABLES_COMO_DESTINADAS__E,297,297,73037,R
201706,IC05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8413,BOMBAS_PARA_LIQUIDOS__INCLUSO_CON_DISPOS,12,2760,59200,R
201706,IC04,BRASIL,BRASIL,CAMION,SANTA_FE,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8409,PARTES_IDENTIFICABLES_COMO_DESTINADAS__E,13807,13807,106718,N
201704,IG05,INDIA,INDIA,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,13608,13608,43744,V
201706,IC04,CHINA,CHINA,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8413,BOMBAS_PARA_LIQUIDOS__INCLUSO_CON_DISPOS,2380,2380,47202,V
201706,IC03,SUECIA,BRASIL,CAMION,SANTO_TOME,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,6249,6249,216561,V
201702,IG05,BRASIL,BRASIL,CAMION,SANTO_TOME,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,89117,89117,696892,V
201701,IC05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8483,ARBOLES_DE_TRANSMISION__INCLUIDOS_LOS_DE,2954,3862,105191,R
201703,IC05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,94693,27904,370468,N
201704,IC05,BRASIL,BRASIL,CAMION,SANTA_FE,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,5909,5909,62366,V
201703,IC05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8481,ARTICULOS_DE_GRIFERIA_Y_ORGANOS_SIMILARE,2489,2489,61975,N
201704,IG05,FRANCIA,FRANCIA,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8409,PARTES_IDENTIFICABLES_COMO_DESTINADAS__E,18900,18900,79903,V
201702,IG05,ESTADOS_UNIDOS,ESTADOS_UNIDOS,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8481,ARTICULOS_DE_GRIFERIA_Y_ORGANOS_SIMILARE,442,442,83761,V
201702,IC05,BRASIL,BRASIL,CAMION,SANTA_FE,DIR__REG__AD__HIDROVIA,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8483,ARBOLES_DE_TRANSMISION__INCLUIDOS_LOS_DE,195,8426,60248,N
201703,IC05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,14951,115554,520571,V
201706,IC04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8413,BOMBAS_PARA_LIQUIDOS__INCLUSO_CON_DISPOS,1165,1415,40250,V
201705,IC04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8413,BOMBAS_PARA_LIQUIDOS__INCLUSO_CON_DISPOS,109,2130,85542,V
201702,IC05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8501,MOTORES_Y_GENERADORES__ELECTRICOS__EXCEP,273,9072,50079,V
201704,IC04,REP__FED_DE_ALEMANIA,ITALIA,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8544,HILOS__CABLES__INCLUIDOS_LOS_COAXIALES__,2230,2230,40270,N
201703,IG05,BRASIL,BRASIL,CAMION,SANTO_TOME,DIR__REG__AD__HIDROVIA,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8483,ARBOLES_DE_TRANSMISION__INCLUIDOS_LOS_DE,4224,5571,84057,R
201706,IC03,SUECIA,BRASIL,CAMION,SANTO_TOME,DIR__REG__AD__HIDROVIA,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,2304,1366,43596,R
201705,IG04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8481,ARTICULOS_DE_GRIFERIA_Y_ORGANOS_SIMILARE,624,624,74083,V
201701,IC03,BRASIL,BRASIL,CAMION,SANTO_TOME,DIR__REG__AD__HIDROVIA,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,5033,4056,85396,R
201706,IC05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,1382687,1382687,2414733,V
201703,IC05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,342970,342970,1469097,V
201706,IC05,BRASIL,BRASIL,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,30407,30407,324688,V
201703,IG04,REP__FED_DE_ALEMANIA,ESTADOS_UNIDOS,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,1017,1017,41387,V
201705,IC04,JAPON,ESTADOS_UNIDOS,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8413,BOMBAS_PARA_LIQUIDOS__INCLUSO_CON_DISPOS,547,547,46242,R
201701,IC04,CHINA,CHINA,AVION,ROSARIO,DIR__REG__AD__HIDROVIA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8517,TELEFONOS__INCLUIDOS_LOS_TELEFONOS_CELUL,2435,390,43229,N
201704,IC04,CHINA,CHINA,ACUATICO,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8714,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_DE_LA,52225,52225,127167,R
201702,IG05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,15818,15818,226811,V
201705,IC03,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8483,ARBOLES_DE_TRANSMISION__INCLUIDOS_LOS_DE,6564,4110,101052,N
201704,IC05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8409,PARTES_IDENTIFICABLES_COMO_DESTINADAS__E,9092,9092,393959,N
201702,IC03,BRASIL,BRASIL,CAMION,SANTO_TOME,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,4364,4364,95773,V
201702,IG05,REP__FED_DE_ALEMANIA,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,2699,2699,181478,V
201704,IC04,CHINA,CHINA,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8413,BOMBAS_PARA_LIQUIDOS__INCLUSO_CON_DISPOS,93,4912,72104,V
201705,IC05,BRASIL,BRASIL,CAMION,SANTO_TOME,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,2712,2712,70882,R
201704,IG05,INDIA,INDIA,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,25581,25581,89467,V
201705,IC05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8714,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_DE_LA,9559,9559,72597,R
201702,IC04,BRASIL,BRASIL,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,50329,50329,366070,V
201701,IG04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,1320,1320,54004,V
201703,IG04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8409,PARTES_IDENTIFICABLES_COMO_DESTINADAS__E,1197,1197,127445,V
201702,IG04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,1223,1223,90703,V
201705,IG05,ESTADOS_UNIDOS,ESTADOS_UNIDOS,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,3409,3409,55025,V
201704,IG05,ESTADOS_UNIDOS,ESTADOS_UNIDOS,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,2580,2580,105388,V
201702,IC05,CHINA,CHINA,CAMION,SANTA_FE,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8409,PARTES_IDENTIFICABLES_COMO_DESTINADAS__E,17433,17433,169019,V
201706,IC03,CHINA,CHINA,CAMION,SANTA_FE,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8714,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_DE_LA,27600,27600,185179,N
201701,IC05,CHINA,CHINA,CAMION,SANTA_FE,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8714,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_DE_LA,29727,29727,66692,V
201701,IC05,CHINA,CHINA,CAMION,SANTA_FE,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8409,PARTES_IDENTIFICABLES_COMO_DESTINADAS__E,4480,4480,46082,R
201702,IC04,CHINA,CHINA,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8536,APARATOS_PARA_CORTE__SECCIONAMIENTO__PRO,2968,2968,42947,N
201704,IC04,CHINA,CHINA,ACUATICO,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8714,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_DE_LA,31264,31264,121440,R
201701,IC04,ESTADOS_UNIDOS,BRASIL,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,2295,2295,53960,V
201704,IC04,BRASIL,BRASIL,CAMION,SANTA_FE,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8409,PARTES_IDENTIFICABLES_COMO_DESTINADAS__E,22089,22089,163382,N
201705,IC05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,194795,194795,1071693,V
201704,IC05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,271444,271444,831793,V
201703,IC05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8481,ARTICULOS_DE_GRIFERIA_Y_ORGANOS_SIMILARE,19628,19628,74579,R
201705,IC05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8544,HILOS__CABLES__INCLUIDOS_LOS_COAXIALES__,5570,5570,103412,N
201704,IC05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8481,ARTICULOS_DE_GRIFERIA_Y_ORGANOS_SIMILARE,4230,4230,97574,N
201705,IC03,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8409,PARTES_IDENTIFICABLES_COMO_DESTINADAS__E,3194,3194,153888,N
201702,IC05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8409,PARTES_IDENTIFICABLES_COMO_DESTINADAS__E,5493,5493,177534,V
201701,IC05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8409,PARTES_IDENTIFICABLES_COMO_DESTINADAS__E,1192,1192,58883,V
201705,IC05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,13938,13938,100329,N
201705,IC05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8481,ARTICULOS_DE_GRIFERIA_Y_ORGANOS_SIMILARE,10137,10137,87944,R
201705,IC03,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,4659,4659,92013,N
201703,IC05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8544,HILOS__CABLES__INCLUIDOS_LOS_COAXIALES__,18704,18704,155810,N
201701,IG05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,43797,43797,407962,V
201705,IG05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8409,PARTES_IDENTIFICABLES_COMO_DESTINADAS__E,3775,3775,153506,N
201704,IG05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8409,PARTES_IDENTIFICABLES_COMO_DESTINADAS__E,3915,3915,202738,R
201702,IG05,BRASIL,BRASIL,CAMION,PASO_DE_LOS_LIBRES,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8409,PARTES_IDENTIFICABLES_COMO_DESTINADAS__E,583,583,260884,V
201706,IC04,BRASIL,BRASIL,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8481,ARTICULOS_DE_GRIFERIA_Y_ORGANOS_SIMILARE,1608,1608,53759,N
201704,IC04,BRASIL,BRASIL,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8482,RODAMIENTOS_DE_BOLAS__DE_RODILLOS_O_DE_A,13983,13983,105656,V
201703,IC04,BRASIL,BRASIL,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,37317,37317,254573,V
201706,IC04,BRASIL,BRASIL,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,11838,11838,95840,V
201705,IC05,BRASIL,BRASIL,CAMION,SANTO_TOME,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,19085,19085,149333,V
201704,IC04,BRASIL,BRASIL,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8481,ARTICULOS_DE_GRIFERIA_Y_ORGANOS_SIMILARE,1858,1858,67935,N
201706,IC05,BRASIL,BRASIL,CAMION,SANTO_TOME,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8409,PARTES_IDENTIFICABLES_COMO_DESTINADAS__E,2471,2471,113496,R
201705,IG04,BRASIL,BRASIL,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,10048,10048,134317,V
201706,IC05,BRASIL,BRASIL,CAMION,SANTO_TOME,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,1480,1480,40796,R
201706,IC04,RUMANIA,ITALIA,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8413,BOMBAS_PARA_LIQUIDOS__INCLUSO_CON_DISPOS,2998,2998,68704,R
201705,IC04,BRASIL,BRASIL,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8481,ARTICULOS_DE_GRIFERIA_Y_ORGANOS_SIMILARE,2775,2775,118481,N
201704,IC04,BRASIL,BRASIL,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8413,BOMBAS_PARA_LIQUIDOS__INCLUSO_CON_DISPOS,732,732,91130,N
201702,IG05,BRASIL,BRASIL,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,2428,2428,43324,V
201705,IG05,BRASIL,BRASIL,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,3811,3811,70554,V
201703,IG05,BRASIL,BRASIL,CAMION,ROSARIO,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8421,CENTRIFUGADORAS__INCLUIDAS_LAS_SECADORAS,1835,1835,40176,N
201703,IC05,SUECIA,BRASIL,CAMION,SANTO_TOME,DIR__REG__AD__HIDROVIA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8409,PARTES_IDENTIFICABLES_COMO_DESTINADAS__E,1024,1024,95317,R
201702,IC03,SUECIA,BRASIL,CAMION,SANTO_TOME,DIR__REG__AD__HIDROVIA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,5307,5307,156497,V
